341,70	327,75	293,00	547,20	568,85	628,00
341,20	329,70	298,00	552,10	574,75	629,00
342,50	333,70	302,00	559,60	580,70	630,00
344,00	336,60	306,00	566,30	588,40	631,00
351,30	339,65	308,00	572,30	594,30	633,00
356,80	343,60	308,00	576,60	602,05	633,00
363,70	344,90	310,00	580,60	607,00	634,00
374,70	347,15	312,00	584,60	609,05	635,00
383,70	349,20	316,00	588,50	611,15	636,00
391,50	351,25	318,00	595,00	614,20	636,00
399,90	351,45	321,00	599,70	619,15	635,00
405,70	351,75	324,00	602,60	622,20	634,00
413,00	354,00	329,00	603,70	624,30	634,00
420,60	359,95	332,00	605,90	627,25	634,00
425,50	365,70	336,00	608,20	630,20	635,00
430,30	372,25	338,00	614,90	633,10	636,00
436,80	379,00	340,00	618,90	633,10	637,00
441,60	382,00	344,00	621,20	633,10	639,00
448,00	387,10	346,00	622,40	635,05	641,00
454,50	390,30	349,00	623,40	638,05	644,00
459,30	393,30	352,00	627,10	638,20	646,00
463,70	396,35	360,00	629,90	638,40	648,00
467,10	398,35	364,00	633,50	638,50	650,00
473,50	401,35	376,00	638,00	640,45	652,00
480,60	403,35	386,00	638,00	644,25	656,00
484,70	407,45	393,00	639,10	646,10	660,00
488,90	409,85	396,00	638,40	646,10	661,00
494,80	413,95	397,00	638,40	648,00	662,00
498,80	420,95	400,00	638,40	648,05	664,00
504,80	428,85	402,00	641,30	648,10	664,00
505,90	434,90	403,00	644,00	646,30	665,00
512,70	437,85	403,00	647,30	651,05	665,00
520,50	441,85	406,00	646,60	652,20	667,00
525,50	448,75	409,00	645,80	654,25	668,00
530,40	452,80	410,00	646,80	658,10	668,00
534,20	456,85	412,00	651,30	658,00	669,00
538,00	460,95	414,00	655,10	656,10	670,00
539,10	470,55	415,00	655,10	658,20	670,00
539,30	473,70	417,00	655,30	659,15	670,00
538,50	488,25	419,00	655,30	661,10	671,00
539,00	490,45	420,00	655,50	663,10	671,00
541,60	492,75	424,00	655,50	667,15	672,00
543,30	494,90	426,00	657,30	671,05	674,00
545,20	497,90	429,00	658,20	672,10	676,00
547,20	503,70	433,00	660,20	674,20	679,00
549,80	510,40	437,00	662,20	675,25	683,00
555,60	517,05	441,00	664,50	676,30	686,00
559,40	525,20	446,00	667,90	676,40	687,00
561,40	533,45	452,00	669,00	681,25	689,00
564,50	542,45	462,00	670,80	689,00	691,00
566,80	549,30	477,00	674,60	690,00	694,00
570,90	558,15	488,00	676,60	690,05	697,00
575,70	565,95	496,00	678,50	692,00	701,00
583,50	573,85	503,00	681,30	692,30	704,00
591,50	576,00	512,00	685,00	692,60	706,00
595,80	577,25	523,00	686,00	692,70	706,00
596,80	578,40	530,00	687,10	692,70	709,00
599,60	579,45	536,00	689,20	693,70	709,00
601,40	583,40	544,00	692,10	694,70	708,00
605,00	590,00	575,00	682,00	683,00	684,00
609,60	587,45	555,00	693,10	696,65	710,00
611,50	589,55	560,00	694,20	698,65	711,00
616,10	590,85	570,00	694,30	699,55	710,00
619,00	592,80	572,00	696,20	700,50	710,00
621,00	596,80	577,00	698,10	700,45	709,00
623,00	601,80	580,00	700,10	706,10	708,00
627,00	602,80	585,00	701,30	708,10	711,00
628,40	603,90	589,00	702,30	707,15	716,00
629,20	604,90	595,00	703,30	706,10	716,00
631,80	608,70	599,00	704,10	710,00	717,00
632,60	609,65	603,00	705,20	711,10	720,00
632,90	608,90	602,00	704,40	710,30	722,00
633,00	609,95	601,00	705,40	710,45	722,00
635,00	613,75	602,00	706,40	712,50	722,00
637,20	617,55	602,00	708,40	714,45	724,00
639,30	619,45	602,00	708,40	716,45	725,00
639,60	621,35	602,00	709,70	717,45	728,00
641,60	624,35	609,00	709,80	718,50	730,00
644,00	627,25	609,00	710,00	722,25	731,00
645,00	629,25	609,00	710,00	722,20	732,00
646,10	631,35	611,00	711,00	722,20	732,00
646,30	633,35	617,00	711,00	722,20	733,00
645,60	634,45	623,00	711,00	721,25	733,00
645,90	635,45	623,00	711,00	720,30	733,00
646,90	638,35	624,00	711,00	720,30	733,00
647,90	641,35	625,00	712,80	721,25	733,00
649,80	642,35	626,00	717,30	722,35	733,00
650,80	643,30	626,00	720,20	723,30	733,00
650,90	643,30	627,00	718,40	725,45	734,00
650,00	644,30	627,00	718,60	727,25	734,00
649,90	646,25	627,00	718,70	727,35	734,00
649,80	646,25	629,00	717,10	727,30	734,00
650,70	647,25	630,00	717,30	730,30	740,00
650,80	646,40	630,00	717,20	729,40	740,00
650,80	645,65	630,00	715,40	730,30	744,00
650,90	644,80	630,00	715,40	730,25	744,00
650,00	644,00	631,00	714,50	730,20	745,00
650,80	643,95	631,00	714,40	731,10	747,00
650,60	645,90	631,00	715,40	732,00	748,00
650,60	642,95	630,00	716,20	731,05	748,00
650,70	643,80	629,00	717,30	731,15	749,00
650,80	644,65	628,00	717,20	730,25	750,00
652,70	644,60	627,00	718,00	729,35	752,00
652,70	643,60	626,00	720,70	728,40	752,00
652,60	643,55	625,00	723,40	727,45	754,00
651,70	643,55	624,00	724,20	726,50	754,00
649,80	645,35	624,00	724,20	726,50	754,00
648,00	645,30	623,00	723,10	726,45	758,00
647,00	644,30	622,00	723,00	725,45	759,00
646,00	644,20	622,00	722,10	724,45	759,00
645,90	643,20	621,00	722,10	724,40	758,00
644,90	641,20	621,00	720,30	725,30	757,00
644,90	640,20	619,00	720,40	730,00	756,00
644,80	639,20	618,00	720,40	729,10	756,00
644,80	637,20	617,00	719,30	728,05	758,00
643,90	639,00	616,00	720,10	726,05	756,00
643,80	638,90	615,00	720,00	724,10	755,00
643,80	636,90	614,00	719,10	722,15	754,00
642,70	634,90	613,00	717,40	722,10	752,00
642,30	632,90	612,00	716,20	721,05	750,00
641,20	631,90	610,00	715,10	721,00	749,00
640,10	629,00	608,00	714,00	719,10	746,00
636,60	628,95	606,00	712,10	718,15	745,00
633,50	624,10	603,00	710,20	716,25	744,00
631,60	623,10	601,00	709,30	715,25	742,00
630,50	620,25	599,00	707,50	713,35	740,00
629,60	617,35	597,00	706,60	712,30	738,00
628,70	615,40	595,00	705,50	712,30	736,00
625,80	613,50	593,00	704,40	712,30	735,00
623,90	610,65	591,00	702,50	711,35	732,00
621,90	607,75	589,00	701,40	710,30	730,00
619,90	605,85	586,00	700,30	708,40	729,00
617,80	603,90	584,00	699,30	707,40	726,00
615,60	602,00	582,00	698,20	706,45	724,00
613,70	600,95	582,00	697,10	704,55	723,00
611,80	599,90	581,00	695,10	708,30	721,00
609,90	596,00	580,00	693,20	706,35	719,00
607,80	592,90	580,00	691,30	704,40	716,00
605,80	591,70	580,00	688,50	702,40	714,00
602,70	588,50	575,00	686,50	700,45	712,00
599,80	586,60	574,00	684,60	698,50	711,00
596,80	584,70	567,00	682,60	696,50	711,00
