118,60	96,95	96,00	250,70	267,50	296,00
119,90	100,85	98,00	250,70	267,35	293,00
121,90	111,40	100,00	256,90	266,30	291,00
124,80	121,95	102,00	264,40	269,05	289,00
129,60	124,90	104,00	264,90	282,30	288,00
136,10	126,90	106,00	264,40	286,10	288,00
138,10	128,80	106,00	263,50	286,40	294,00
140,10	130,80	108,00	262,40	285,10	306,00
143,90	132,80	110,00	261,50	285,50	314,00
145,20	136,65	111,00	264,00	284,00	322,00
147,20	138,60	112,00	267,40	282,70	334,00
147,60	142,45	113,00	270,80	281,30	344,00
149,60	144,40	114,00	278,00	281,50	348,00
149,80	146,40	116,00	280,20	285,40	350,00
151,20	142,70	118,00	297,00	299,55	348,00
152,80	140,90	120,00	307,30	311,80	346,00
155,10	145,75	122,00	320,10	322,15	344,00
160,90	149,65	124,00	327,90	336,20	340,00
162,10	152,60	126,00	332,10	333,95	352,00
161,20	152,75	129,00	328,00	338,15	360,00
162,20	153,90	133,00	323,60	339,40	366,00
162,00	143,65	137,00	319,60	335,80	370,00
164,60	142,90	141,00	319,40	334,00	372,00
171,00	144,00	144,00	325,40	331,15	372,00
177,00	149,90	148,00	324,90	334,95	372,00
183,00	155,80	152,00	341,00	342,40	369,00
188,60	157,95	157,00	347,90	365,00	365,00
187,20	161,90	160,00	352,80	360,90	378,00
191,30	166,75	162,00	352,60	359,15	381,00
195,60	173,35	161,00	348,70	364,65	377,00
198,10	179,95	160,00	344,70	369,10	371,00
200,00	189,50	161,00	340,80	366,50	376,00
201,60	196,20	162,00	354,70	361,70	375,00
207,50	201,05	164,00	357,90	366,40	374,00
213,00	202,10	166,00	355,60	370,05	371,00
224,00	204,10	168,00	353,30	365,45	374,00
229,30	203,30	171,00	350,80	359,05	379,00
229,20	202,55	175,00	348,60	355,50	384,00
227,20	201,00	182,00	350,20	353,70	386,00
225,40	201,70	196,00	349,00	359,65	391,00
223,70	202,90	201,00	347,60	363,70	396,00
222,20	205,80	202,00	355,20	367,70	400,00
221,10	212,55	204,00	362,70	370,45	398,00
219,90	218,25	204,00	371,30	375,05	395,00
222,00	221,90	220,00	376,60	382,45	391,00
245,80	225,80	222,00	380,60	386,20	390,00
242,80	231,70	226,00	380,10	381,85	398,00
241,40	235,75	231,00	377,70	385,30	410,00
245,30	238,80	235,00	377,60	393,45	421,00
251,00	242,00	242,00	375,40	398,35	424,00
255,00	245,90	244,00	382,30	404,15	426,00
268,20	251,65	245,00	382,40	405,20	428,00
278,40	271,60	245,00	380,60	405,10	426,00
288,90	285,90	246,00	379,40	402,05	422,00
296,80	292,60	247,00	387,20	398,95	417,00
303,50	296,45	248,00	391,40	395,90	413,00
305,70	300,25	248,00	392,90	401,45	410,00
308,90	305,05	249,00	390,80	407,05	408,00
312,70	306,90	248,00	393,50	407,15	410,00
327,20	326,60	326,00	350,00	350,00	350,00
313,60	306,75	245,00	401,00	401,30	407,00
315,40	306,55	241,00	401,50	406,20	410,00
318,00	305,30	235,00	398,40	411,45	420,00
320,70	305,10	231,00	394,40	416,60	428,00
322,40	303,95	227,00	392,10	420,75	435,00
319,70	303,70	222,00	387,10	415,85	432,00
316,10	303,45	217,00	388,50	411,90	429,00
312,30	301,50	216,00	390,90	408,75	423,00
308,50	299,60	216,00	393,60	408,55	419,00
303,80	297,70	216,00	393,40	406,35	413,00
298,90	294,70	232,00	392,40	405,10	407,00
295,90	292,40	243,00	393,10	403,05	404,00
290,70	286,45	257,00	394,90	403,00	403,00
285,70	281,85	260,00	397,00	397,35	404,00
281,90	271,50	262,00	396,50	401,30	407,00
277,70	265,80	262,00	398,10	408,00	408,00
273,80	262,90	261,00	398,90	407,15	410,00
270,10	261,80	258,00	398,80	406,20	410,00
266,90	265,40	254,00	398,60	404,60	416,00
269,30	262,35	250,00	399,00	408,60	420,00
273,50	259,45	249,00	399,30	411,55	422,00
275,90	256,55	248,00	399,60	414,50	424,00
277,40	253,80	250,00	399,40	412,60	424,00
275,20	250,00	250,00	399,00	408,60	420,00
271,60	249,80	246,00	397,70	404,70	418,00
269,40	254,35	242,00	399,20	401,60	413,00
269,50	263,70	239,00	400,10	401,35	408,00
270,00	268,30	236,00	400,60	406,10	408,00
275,80	271,95	233,00	398,50	403,45	412,00
281,60	275,55	229,00	397,30	400,80	416,00
281,70	276,25	224,00	396,40	401,00	420,00
286,80	281,85	222,00	396,00	397,40	424,00
290,30	280,70	218,00	394,20	397,50	426,00
289,20	278,70	216,00	392,40	397,60	428,00
288,30	278,60	214,00	390,80	399,40	426,00
292,50	284,20	212,00	389,30	402,15	424,00
297,00	284,10	210,00	387,20	407,75	422,00
300,90	286,95	210,00	385,00	412,40	420,00
299,10	286,85	208,00	383,60	416,10	418,00
299,00	285,70	204,00	381,80	416,00	416,00
297,00	283,80	204,00	380,70	414,00	414,00
295,20	283,90	206,00	379,50	411,15	414,00
293,20	281,90	204,00	381,80	407,25	412,00
291,10	279,00	203,00	387,70	403,35	410,00
289,20	278,00	202,00	394,50	399,45	408,00
288,10	276,05	201,00	395,10	396,50	406,00
